Observed,Trend,Seasonal,Residual
101058.0,101056.76999999999,1.3767806944247347,-0.14678069441425734
101060.0,101055.71999999999,-0.14909768395237727,4.429097683965765
101037.0,101054.77999999998,-1.0880841704387731,-16.69191582954551
101034.0,101053.73999999999,-1.3798409271979408,-18.360159072792747
101041.0,101052.38,-1.8398409271959864,-9.54015907280867
101039.0,101050.76999999999,-1.6344355217894404,-10.135564478200083
101051.0,101049.43000000001,-2.4730841704398276,4.043084170432261
101060.0,101048.03,-1.562813900168566,13.53281390016973
101025.0,101046.29000000001,-1.7868679542222503,-19.5031320457859
101023.0,101044.54000000001,-0.802138224493665,-20.737861775514485
101036.0,101042.67000000001,-1.9296382244926504,-4.740361775520155
101033.0,101040.35,-0.09153011638537212,-7.258469883620449
101029.0,101038.26000000002,-2.9470706569260776,-6.312929343097787
101012.0,101036.48,-3.6349760623314675,-20.845023937664457
101029.0,101034.43000000001,-2.1738949812493678,-3.2561050187581992
101016.0,101032.26,-2.28909768395268,-13.970902316042082
101010.0,101030.54,-1.6293003866557172,-18.91069961333788
101021.0,101029.43999999997,-3.4877463326017812,-4.952253667371443
101020.0,101028.79999999999,-3.283151738006801,-5.516848261981558
100980.0,101028.53,-5.086049479806725,-43.44395052019211
101016.0,101027.94000000002,-2.7827003379867623,-9.157299662030118
101009.0,101026.88,-2.0196603127626105,-15.860339687242046
101013.0,101025.93,-0.61136049243296,-12.318639507560055
101025.0,101025.16999999998,0.7700936903139695,-0.9400936902976713
101018.0,101025.04,1.5288633093025177,-8.568863309296114
101014.0,101025.24999999999,0.40152554574093324,-11.65152554572638
101025.0,101024.99999999999,2.709758251980214,-2.709758251965662
101039.0,101024.87999999999,2.4693332400941967,11.650666759915698
101034.0,101025.04,2.795015610761874,6.164984389244529
101013.0,101025.18,3.115261739816974,-15.29526173980999
101024.0,101025.16,4.388662231288306,-5.548662231291798
101033.0,101025.0,0.9566935952420392,7.043306404757961
101011.0,101024.9,1.4372752947682033,-15.337275294762382
101012.0,101025.18000000001,2.0391992761732807,-15.219199276180849
101023.0,101025.80000000002,3.2995125193220938,-6.099512519339556
101012.0,101026.32,0.76801368193451,-15.088013681941495
