seq,timestamp_ms,red,ir,red_corrected,ir_corrected,time_diff
3550,206152,40682,100252,-71.99185821054269,-49.336450581090304,18.0
3551,206169,40698,100277,-55.32477531456444,-24.443085213023835,17.0
3552,206196,40706,100286,-47.75562908002004,-15.36071553876216,27.0
3554,206240,40697,100314,-57.0637163724411,12.318721835370413,24.0
3556,206277,40710,100334,-43.45549225743127,31.736799712051116,17.0
3557,206295,40706,100339,-47.93401634477222,36.94217600184026,18.0
3558,206312,40708,100344,-46.74260100388786,41.90734753869545,17.0
3559,206329,40708,100357,-46.2606475882117,54.443963387367205,17.0
3560,206352,40734,100361,-19.78751569863602,58.06344048126783,23.0
3563,206419,40704,100370,-48.69790601054148,66.14607419284332,27.0
3564,206436,40723,100379,-29.278320515097448,74.91755329613436,17.0
3565,206452,40718,100372,-33.852198903764965,67.73864151166934,16.0
3566,206468,40719,100362,-32.36726425087415,57.21827704720408,16.0
3567,206490,40723,100346,-28.371679540833554,41.12513841675264,22.0
3568,206511,40697,100367,-54.53767508459269,61.81613174719683,21.0
3571,206578,40716,100360,-35.58686098098937,54.01622829995695,27.0
3572,206594,40723,100350,-28.000163939046736,43.376970334461376,16.0
3573,206611,40708,100369,-42.36244546804269,61.99881607313704,17.0
3575,206658,40716,100357,-35.508646291364094,50.04436052999412,27.0
3576,206668,40720,100339,-31.359479109405964,31.82214767683875,10.0
3578,206710,40714,100313,-36.030067548870015,5.059290873249032,22.0
3579,206740,40703,100311,-47.64483504091163,3.377028449091804,30.0
3581,206776,40704,100304,-46.32109009820904,-3.709387628385109,16.0
3582,206785,40704,100311,-45.74418670967733,3.194456220148848,9.0
3584,206830,40705,100305,-43.2380748511315,-2.825220121070428,25.0
3587,206885,40695,100308,-53.89254351628858,0.3609717569373836,15.0
3588,206917,40698,100293,-50.61765570486031,-14.875216227386712,32.0
3589,206933,40703,100292,-45.2938177023281,-15.642854249926543,16.0
3590,206949,40690,100304,-58.04854737411394,-3.6089839517580384,16.0
3593,207006,40699,100295,-48.35559133252974,-12.256847284686366,17.0
3595,207059,40694,100291,-51.05525002001618,-16.218754369414913,33.0
3596,207075,40687,100319,-57.6709228855877,11.58601463598164,16.0
3597,207094,40692,100301,-52.59282563939147,-6.302642392268613,19.0
3600,207163,40705,100305,-39.94646501928021,-1.898364904638419,29.0
3601,207179,40704,100306,-41.42274310404139,-0.9319254470894562,16.0
3602,207195,40697,100298,-48.115795039309226,-8.930534977523502,16.0
3603,207211,40702,100315,-42.539475561502464,7.911176655095193,16.0
3604,207227,40693,100309,-50.602913937580745,1.987941559056931,16.0
3605,207245,40702,100301,-41.43474535165589,-5.967112089452454,18.0
3608,207315,40716,100307,-27.485946991272566,-0.2468229306497646,30.0
3609,207331,40701,100325,-42.06544117199092,17.90405982274255,16.0
3610,207347,40698,100315,-45.39156497511268,7.90196149989641,16.0
3611,207366,40707,100325,-34.922265244360474,17.647418558481625,19.0
3613,207409,40695,100299,-46.70605816303408,-8.335105536469218,23.0
3616,207468,40706,100286,-35.1916160826284,-21.278561837313163,19.0
3617,207499,40703,100282,-37.70554623864203,-25.275306164336737,31.0
3618,207515,40688,100257,-52.74427992940319,-49.92706807610708,16.0
3619,207531,40699,100262,-41.797843844426936,-44.51114546941112,16.0
3620,207561,40697,100284,-43.62138369080079,-22.498848143107875,30.0
3622,207587,40693,100279,-47.159398267704034,-27.316808127333523,6.0
3625,207660,40690,100266,-49.72866663343936,-39.66177768737133,33.0
3626,207676,40706,100256,-33.32741785718748,-49.28069009337056,16.0
3627,207684,40696,100267,-43.01392923808408,-38.10712805595527,8.0
3630,207764,40695,100304,-43.62351441601831,-1.1005180368201497,40.0
3631,207781,40693,100291,-45.47073602792475,-13.90329973399816,17.0
3632,207799,40687,100290,-50.66325222839361,-14.935906899904928,18.0
3633,207816,40694,100303,-43.7262483372277,-1.8952649881047008,17.0
3634,207840,40697,100299,-40.66817478975591,-6.030341523898314,24.0
3635,207864,40696,100303,-41.51961183120452,-1.9586741230481963,24.0
3638,207906,40705,100310,-32.048510886322525,5.196155553430531,2.0
3640,207959,40721,100328,-14.973871008483796,22.98836592179314,33.0
3641,207984,40683,100336,-53.18762432914698,31.056503998947264,25.0
3642,207993,40693,100332,-43.06780528336589,26.95895318202074,9.0
3646,208070,40702,100333,-32.67752168958792,27.40165958340657,17.0
3647,208088,40697,100342,-37.70996735165487,36.33101287061488,18.0
3648,208122,40698,100343,-37.62348809863584,36.986252400754026,34.0
3649,208126,40695,100320,-40.42206130680284,13.919627799179851,4.0
3653,208214,40716,100326,-18.44943405240051,19.205095076309554,28.0
3654,208232,40705,100340,-29.29190577254058,32.954734029977345,18.0
3655,208249,40704,100338,-30.48775207963576,31.251147092312674,17.0
3656,208268,40714,100321,-19.515316646092053,14.262216852159794,19.0
3657,208298,40696,100311,-36.898402138693015,3.944276632462814,30.0
3658,208314,40698,100323,-34.73164085347753,15.768856731684185,16.0
3661,208378,40696,100293,-36.8683194216225,-13.984308901103958,24.0
3662,208395,40691,100287,-41.48266866235116,-19.93375494686156,17.0
3663,208412,40683,100283,-49.316743068927344,-23.910606125401237,17.0
3665,208458,40689,100290,-43.20352337356533,-16.869057739783983,26.0
3666,208472,40685,100275,-46.888459189971954,-31.66926380440516,14.0
3668,208524,40684,100260,-47.44837231340894,-46.0041306855771,32.0
3669,208532,40688,100271,-43.217730697072106,-34.85271931010713,8.0
3671,208569,40687,100273,-43.01813166465104,-32.842602220146574,17.0
3672,208595,40686,100286,-43.94350177890765,-19.32085896192004,26.0
3673,208626,40691,100277,-38.81405782031659,-28.20217996088932,31.0
3676,208669,40690,100274,-39.27808285382263,-31.000068737438568,3.0
3678,208706,40686,100291,-42.9241470804545,-14.003287279093472,17.0
3679,208735,40694,100280,-34.78884505096945,-24.701633694435124,29.0
3682,208801,40689,100295,-38.895057228118176,-9.639558209783663,26.0
3683,208808,40793,100293,64.80462864213632,-11.622655297940003,7.0
3685,208847,40682,100291,-45.243622862712655,-12.86355518877631,19.0
3686,208880,40691,100293,-36.86103464412988,-11.129693728402518,33.0
3687,208894,40693,100294,-34.565164858717175,-10.121744008522366,14.0
3690,208952,40700,100317,-26.98722472391896,13.01755496486066,18.0
3692,208989,40699,100302,-27.70516195534772,-2.382092046388326,17.0
3693,209006,40696,100311,-30.370092475796216,6.476837940642811,17.0
3694,209034,40689,100293,-37.52767389540181,-11.222752158097236,28.0
3697,209097,40679,100299,-46.73793793718943,-5.162667993195526,23.0
3699,209134,40694,100321,-32.20340266949888,17.00505027874525,17.0
3700,209151,40685,100304,-40.26339985721946,-0.3969591499595795,17.0
3701,209167,40689,100309,-35.99282730698988,4.493694770313013,16.0
3702,209190,40696,100308,-29.45481703254709,3.855674880880456,23.0
3703,209220,40685,100312,-40.098309758343966,7.893111498792808,30.0
3707,209298,40692,100286,-32.521526410541576,-18.005262209870406,18.0
3708,209317,40687,100286,-36.83016388169328,-18.16050346245222,19.0
3709,209334,40694,100264,-29.702768369578965,-39.99508369951235,17.0
3710,209360,40689,100253,-34.79424898844755,-50.50170328626477,26.0
3711,209383,40679,100256,-44.58582331417728,-47.264882854832216,23.0
3714,209444,40662,100268,-61.96660421628234,-34.59722204285014,21.0
3715,209461,40693,100257,-29.142013193626013,-45.36873265641634,17.0
3716,209478,40677,100255,-45.249001585641295,-47.33321766264668,17.0
3717,209486,40675,100246,-47.23569230212347,-56.15447305354991,8.0
3721,209572,40676,100251,-45.09143358430284,-50.25248098012087,26.0
3722,209587,40678,100261,-42.96147763689569,-40.05162436290305,15.0
3723,209608,40687,100264,-33.94893402602116,-36.5467965063789,21.0
3724,209635,40682,100260,-38.56190574496078,-40.40690295881375,27.0
3725,209654,40670,100259,-50.2370099531359,-41.26532366444817,19.0
3729,209730,40687,100264,-32.22271025249282,-35.80399529985595,16.0
3730,209761,40670,100280,-48.8092814492351,-19.550143577875907,31.0
3731,209777,40681,100265,-37.74502795394775,-34.29947959182777,16.0
3732,209794,40690,100268,-28.550569126983454,-31.18215497114784,17.0
3734,209841,40683,100282,-35.464034733890735,-17.16104278717846,27.0
3735,209866,40682,100278,-36.07133119380916,-21.05405974625254,25.0
3736,209871,40675,100282,-42.79992739523532,-16.957043629599404,5.0
3738,209910,40678,100277,-39.16188584890904,-21.67804865992156,19.0
3740,209953,40681,100273,-36.47518154539919,-25.344691118285365,23.0
3741,209981,40674,100290,-43.08336165222786,-8.31820772547664,28.0
3742,209990,40679,100275,-37.84743333893424,-23.131891910141487,9.0
3744,210037,40673,100274,-42.84062046481725,-23.88470092396012,27.0
3745,210053,40680,100276,-36.889027153660514,-21.765951120280373,16.0
3746,210074,40690,100283,-26.490620804467262,-14.792237510425023,21.0
3747,210092,40682,100273,-33.721271016788734,-24.640609243049987,18.0
3749,210142,40679,100259,-35.65068579484214,-38.31313469703351,30.0
3751,210178,40673,100255,-41.76614933968823,-41.86928553471616,16.0
3752,210194,40681,100255,-34.0324577956655,-41.76887353883282,16.0
3753,210210,40669,100232,-45.702968154403216,-64.3545187920743,16.0
3754,210234,40675,100229,-39.74890233659329,-66.98861030348682,24.0
3757,210298,40670,100226,-44.45257301762975,-69.10647562245593,24.0
3760,210354,40652,100223,-60.89348893568017,-70.81575066544146,16.0
3761,210372,40673,100206,-39.81669576721101,-87.45878486034037,18.0
3762,210396,40669,100216,-43.50624674330142,-77.35059565875856,24.0
3763,210422,40654,100220,-58.01685778268418,-72.93098411183313,26.0
3766,210483,40663,100206,-47.903056597569766,-85.56114937968971,21.0
3767,210501,40650,100200,-61.33184291756368,-91.1573808571904,18.0
3768,210518,40656,100191,-55.291499696151234,-99.61822278031188,17.0
3769,210543,40656,100210,-54.61853888303204,-80.11495026325764,25.0
3770,210553,40651,100213,-59.30570568503289,-76.73008198158222,10.0
3774,210641,40650,100210,-58.70693271432439,-78.06986149572994,28.0
3776,210667,40657,100187,-51.6078591979229,-100.15579418634093,6.0
3778,210723,40632,100200,-75.98564820209171,-86.23083458951189,36.0
3780,210761,40642,100219,-64.97013905943825,-66.5273480164459,18.0
3781,210780,40646,100217,-60.78568456726984,-68.11299227032812,19.0
3782,210796,40652,100220,-54.47775329552851,-64.62388826061506,16.0
3783,210813,40651,100225,-55.59562827383412,-59.44064630439527,17.0
3784,210830,40646,100202,-59.9650621660735,-81.96186158507125,17.0
3785,210863,40645,100224,-60.74848360159041,-59.6681477077224,33.0
3789,210941,40657,100210,-47.68880611340665,-72.50277106508267,18.0
3790,210959,40644,100219,-60.50020849685363,-63.19452793089043,18.0
3791,210986,40649,100242,-55.36439472209059,-40.14986786734661,27.0
3797,211103,40601,100219,-100.916635180897,-61.0160939949747,17.0
3798,211119,40667,100203,-34.884966381924826,-76.6484731778065,16.0
3799,211135,40652,100182,-49.53367187240544,-97.32815761828668,16.0
3800,211163,40653,100189,-48.56064703695855,-89.83563083058233,28.0
3803,211225,40643,100195,-57.07714394506579,-82.615071917895,22.0
3804,211241,40633,100178,-67.63985289717142,-98.93930866661417,16.0
3805,211257,40636,100176,-65.14198764128072,-100.31963209916896,16.0
3806,211273,40648,100187,-51.98171876655842,-88.82140378141204,16.0
3807,211296,40633,100179,-67.17011243849029,-96.22402689439171,23.0
3808,211322,40645,100186,-54.74977441434957,-88.76329257110649,26.0
3812,211399,40655,100198,-43.93873590680763,-75.16476398892956,17.0
3813,211415,40641,100183,-56.95069851193685,-90.17728121038276,16.0
3814,211437,40633,100191,-64.56587576894972,-81.62628831697884,22.0
3815,211461,40644,100205,-53.52969401090062,-67.26691079118382,24.0
3818,211523,40648,100205,-49.39318151555572,-66.38845182175898,22.0
3819,211541,40639,100198,-58.0919038574046,-73.09073089642915,18.0
3820,211559,40645,100190,-51.99211313882802,-80.67144076092727,18.0
3821,211587,40656,100194,-40.81733277203733,-76.17887010722592,28.0
3822,211587,40644,100201,-52.56021061053747,-68.83882662895888,0.0
3826,211675,40628,100204,-67.0661973417141,-64.83850319832872,28.0
3827,211693,40638,100210,-57.03945161852618,-58.48951820407574,18.0
3828,211710,40644,100212,-51.9336172155688,-56.22932884397999,17.0
3829,211747,40635,100197,-60.13004706266038,-70.83334807692906,37.0
3832,211803,40644,100208,-50.35634712916153,-59.00418842718584,16.0
3834,211840,40639,100220,-54.4367302571376,-46.768391341911176,17.0
3835,211859,40639,100212,-54.1560280644935,-54.0914696765062,19.0
3836,211877,40643,100216,-49.63969016010164,-49.48164914698899,18.0
3837,211900,40640,100203,-52.56144703097836,-62.44895804967808,23.0
3839,211930,40643,100216,-49.33677840670124,-49.317978617100806,10.0
3842,212005,40655,100198,-35.63388533742589,-66.5191701696104,35.0
3843,212023,40592,100218,-97.88429947625856,-46.52647988659482,18.0
3844,212040,40636,100213,-53.8296379751311,-51.297227201075735,17.0
3846,212079,40649,100214,-41.17039243057849,-49.80516501105127,19.0
3849,212137,40646,100241,-46.98030354486309,-22.1708556500445,18.0
3850,212156,40647,100240,-45.52508570091152,-23.321755456645665,19.0
3851,212173,40645,100260,-46.40460555510668,-3.778398074517537,17.0
3852,212198,40659,100255,-32.848900924018835,-8.300329483417494,25.0
3853,212221,40647,100272,-44.15249616585135,8.453159275732075,23.0
3854,212244,40652,100267,-37.6818590341574,2.7069413516349305,23.0
3857,212306,40684,100335,-7.995993865261546,69.16340821619778,22.0
3858,212324,40682,100335,-10.074963424322558,68.82851145308041,18.0
3859,212334,40694,100349,1.329090030252171,82.33061834116397,10.0
3861,212388,40689,100402,-7.157846261364586,133.6085622216767,34.0
3863,212427,40717,100427,18.662608138407563,156.93935405964342,19.0
3864,212444,40717,100514,20.39049152894596,242.53793809495937,17.0
3865,212462,40728,100450,31.82541911636956,177.04453288113965,18.0
3866,212486,40732,100467,33.91718597446925,193.04060247197023,24.0
3867,212497,40723,100473,24.84862470143408,197.9342853818925,11.0
3871,212575,40736,100521,39.41025402394226,240.1287210594092,18.0
3872,212594,40743,100516,45.81908671179252,234.84224232577265,19.0
3873,212618,40743,100524,45.16024093607509,241.78559979759305,24.0
3874,212642,40729,100510,29.83282008579554,227.08176854631017,24.0
3875,212664,40734,100517,34.65120345150891,232.8177684824996,22.0
3878,212719,40746,100529,46.302673673343016,241.209546825442,15.0
3879,212735,40747,100514,47.65555791928214,224.9776969203645,16.0
3880,212751,40748,100547,49.53372032617808,256.16887285605657,16.0
3883,212818,40751,100548,53.82016338141814,254.0651468867694,27.0
3885,212866,40741,100556,43.805307938317405,259.01712701379864,28.0
3886,212888,40730,100542,34.09082827236369,244.09978746151265,22.0
3887,212904,40749,100556,52.24193872870397,257.72962001174,16.0
3888,212920,40714,100551,17.590134977904675,251.90326715296857,16.0
3889,212945,40740,100563,40.14942311020969,263.961477718041,25.0
3890,212970,40752,100572,53.02628753185628,270.91633830210714,25.0
3893,213026,40747,100564,53.38926242265998,257.79491239959486,16.0
3894,213042,40743,100450,49.92165513412256,143.1895513333056,16.0
3895,213058,40753,100579,60.705079400641736,271.17350516226975,16.0
3896,213074,40743,100584,49.66559983094621,277.27745319754337,16.0
3897,213095,40740,100583,42.70318879269913,277.3007379837721,21.0
3898,213123,40759,100596,62.78104220443727,285.64125972972954,28.0
3900,213167,40771,100670,74.65209359106103,353.0898604703843,24.0
3902,213204,40775,100654,74.59585092944722,336.4037516888839,17.0
3903,213222,40772,100646,72.92818730067538,327.84494616046595,18.0
3904,213240,40782,100642,84.36745606495957,321.6321766467058,18.0
3908,213322,40763,100636,67.62067376081511,308.11808531736847,22.0
3909,213340,40760,100606,66.79873071148393,276.51542363740015,18.0
3910,213357,40750,100605,55.85815598307101,274.8196885176127,17.0
3911,213374,40751,100594,56.61676179807066,262.8551430801399,17.0
3912,213404,40745,100605,52.91080457947019,274.03187313963764,30.0
3914,213432,40742,100581,50.433365422031656,247.7654991363736,8.0
3916,213480,40759,100637,60.51026030993312,296.55651430568463,28.0
3917,213496,40758,100646,58.08619460725631,305.81658030790857,16.0
3918,213512,40764,100647,66.38910316187679,307.2002732024021,16.0
3919,213547,40770,100640,73.99113165890725,297.315854631784,35.0
3923,213615,40743,100622,45.65487863826141,274.47064540447315,8.0
3925,213654,40745,100582,50.20337083014134,231.94224380072015,19.0
3926,213671,40746,100569,50.135809103111455,218.69481142993783,17.0
3928,213720,40730,100581,35.32462363131518,226.73238090167607,29.0
3931,213788,40730,100573,36.351173503829045,215.84071894676524,28.0
3932,213807,40721,100549,26.66169972119708,191.723875628676,19.0
3933,213826,40727,100563,32.657656810956965,204.87434310158545,19.0
3934,213838,40732,100559,37.59047991165039,199.8357182300419,12.0
3938,213917,40725,100575,30.80128823541104,211.13079631916997,19.0
3939,213934,40729,100574,36.25891713194919,209.00005829420957,17.0
3940,213952,40733,100569,39.887206486333326,203.55517664766063,18.0
3941,213980,40733,100567,36.73741089343813,201.37999238486364,28.0
3943,214029,40734,100583,36.795309186393,213.892976912845,29.0
3944,214035,40735,100580,37.89331549723435,209.74115907957747,6.0
3946,214086,40738,100600,43.83281121023342,227.1041134708108,31.0
3947,214102,40739,100587,44.9032861706283,213.43686878832835,16.0
3948,214120,40735,100599,41.73816238442147,225.1393350204441,18.0
3949,214133,40733,100581,39.35318442557517,206.55327315157643,13.0
3952,214209,40743,100600,46.74177588113135,220.5559103505265,36.0
3953,214230,40733,100610,37.907577802443015,228.41018881011237,21.0
3954,214247,40719,100595,24.57002457807989,212.77667378505467,17.0
3955,214265,40707,100556,13.68490205992969,174.2007548449886,18.0
3956,214289,40730,100573,38.39836232131745,190.37045624360917,24.0
3957,214297,40733,100570,41.26827863422865,186.31982597562708,8.0
3959,214344,40721,100586,24.756766498137964,201.04486842888156,27.0
3961,214374,40721,100569,20.545143885221144,183.19412245620296,10.0
3963,214412,40716,100609,17.77175966984142,217.94855621868143,18.0
3966,214489,40718,100559,21.68602194924145,166.4632783730744,37.0
3969,214548,40718,100558,21.61508439000324,163.62960317474125,19.0
3970,214565,40856,100552,157.262388973458,158.26359728028933,17.0
3971,214590,40726,100571,25.169952341668584,176.63284437663816,25.0
3972,214595,40723,100551,21.723868781046733,155.85077377054174,5.0
3976,214676,40714,100557,17.402667743283978,156.38258214535054,21.0
3977,214694,40718,100546,21.808016349105245,144.88608056141592,18.0
3978,214712,40713,100539,16.96549273967036,136.78580469890755,18.0
3979,214747,40715,100546,17.71700707398309,143.2537376567778,35.0
3982,214809,40736,100558,34.233901261638735,154.1610036228807,22.0
3983,214816,40739,100559,37.0106095906204,154.30401925288265,7.0
3985,214853,40741,100558,38.91549546402143,151.35110226168177,17.0
3986,214875,40721,100562,18.237372315842737,155.18710909817764,22.0
3989,214941,40711,100549,12.720741911261843,138.28185094146687,26.0
3991,214977,40706,100533,8.63697351619416,120.94985757183798,16.0
3992,214993,40700,100545,1.5055557683632357,132.56689882971702,16.0
3993,215024,40699,100527,-4.2791240076114825,114.77113345062992,31.0
3994,215029,40693,100533,-10.383695922751915,120.12474129830385,5.0
3997,215094,40720,100522,19.167757483147703,106.43915960780426,25.0
3999,215150,40714,100529,6.736132986816509,114.06049385675595,36.0
4000,215166,40705,100539,-1.082151008863968,122.22253389733936,16.0
4001,215182,40786,100537,80.71912658997603,118.87745764767104,16.0
4002,215206,40696,100537,-8.367703985179988,118.30314175559438,24.0
4004,215247,40704,100524,0.8378447569551115,104.09606439962316,21.0
4007,215303,40699,100515,-5.472151197501844,94.60729483474697,16.0
4008,215319,40707,100512,2.864854228456376,90.78248389878588,16.0
4009,215335,40708,100525,4.249482851722037,103.0649797822507,16.0
4010,215367,40697,100539,-6.517375583721634,116.61633038156512,32.0
4013,215430,40707,100515,4.3413116985662175,90.59000768775998,23.0
4014,215447,40700,100511,-2.173234560777169,85.6647734405188,17.0
4015,215464,40697,100506,-5.392774342624652,80.5896082689421,17.0
4016,215486,40702,100483,-1.4244512936118676,57.5444816989059,22.0
4018,215528,40711,100489,6.075183305636288,63.14590387170309,22.0
4020,215564,40696,100493,-8.185343912555954,67.52698119393986,16.0
4021,215582,40696,100499,-7.251818462638134,73.86654704401172,18.0
4022,215598,40709,100500,6.399161835860223,74.31023795276246,16.0
4023,215615,40700,100511,-2.1618276794748024,85.14388168321184,17.0
4024,215634,40707,100510,4.290120037778388,83.82090377177639,19.0
4025,215670,40712,100485,11.3444390809088,56.494236524221,36.0
4026,215683,40708,100498,7.632060523296053,68.74661519587504,13.0
4029,215746,40688,100483,-14.329687497265075,53.10028000815035,23.0
4030,215765,40704,100492,1.928628148433944,62.84106497734907,19.0
4031,215784,40705,100488,3.420854524169309,59.44200985145101,19.0
4032,215808,40708,100512,5.6135462469154165,82.45557292883377,24.0
4035,215852,40718,100523,13.70272180065285,90.71277406479832,4.0
4037,215905,40713,100504,8.553118416860128,69.97067679864094,33.0
4038,215921,40725,100538,20.708392063440712,103.1702290592649,16.0
4040,215963,40721,100513,15.862117346391493,78.56087323165809,22.0
4041,215971,40719,100530,13.949953494769629,95.09505025891072,8.0
4044,216040,40728,100534,23.46148946938284,97.54314808156003,29.0
4045,216056,40724,100546,19.222765064006417,109.32085552261022,16.0
4046,216087,40735,100550,29.71451988737852,112.16732688805718,31.0
4047,216097,40717,100547,11.46608182453928,108.42646258987187,10.0
4049,216151,40739,100563,32.40013899353809,123.49904042722429,34.0
4051,216192,40738,100575,30.529823183729427,134.61326312381,21.0
4052,216210,40815,100586,106.83607505664952,144.7860754857031,18.0
4053,216226,40721,100626,13.555257647173155,183.71515353067807,16.0
4054,216240,40731,100572,23.615731133432742,129.2385542268236,14.0
4058,216316,40729,100566,22.416447490249,120.50476536460222,16.0
4059,216347,40732,100565,22.92226789256843,119.28769191131596,31.0
4060,216363,40706,100561,-2.812639045123172,113.15061937766426,16.0
4061,216379,40731,100557,23.36169638938378,107.5294678993219,16.0
4062,216394,40756,100552,47.20307253641336,102.70521084848365,15.0
4064,216450,40753,100558,44.81276872872103,108.81196042578544,36.0
4066,216489,40755,100573,49.89914513282683,121.86012507036328,19.0
4067,216506,40777,100590,71.51367164129317,138.3932921744511,17.0
4068,216523,40747,100580,38.52029455258207,129.4571107820647,17.0
4069,216549,40753,100558,43.22260175517451,106.62447943248084,26.0
4072,216602,40766,100623,54.26800077969524,168.30466263048163,13.0
4074,216639,40753,100596,40.327931548847125,139.96712032541845,17.0
4075,216657,40757,100585,44.00136198353994,127.4788701973954,18.0
4076,216674,40765,100580,52.66429342532719,121.09950754061028,17.0
4077,216712,40750,100594,37.860265180305504,135.71549622851683,38.0
4079,216743,40755,100589,42.93520817587852,130.39073128060912,11.0
4081,216782,40766,100595,55.23796451103166,134.33097908868592,19.0
4082,216799,40752,100595,40.94651716147949,133.69185853724468,17.0
4083,216816,40754,100586,43.12815877443296,124.0561330664734,17.0
4084,216832,40762,100566,50.90379660947509,103.38005463676352,16.0
4085,216862,40750,100584,38.160244607563726,120.76679938662164,30.0
4086,216888,40761,100586,48.57088118736948,122.3964983115183,26.0
4089,216946,40750,100574,36.37395450512355,109.53510199897973,18.0
4090,216963,40769,100564,54.203929810779066,99.75201532451804,17.0
4091,216988,40753,100550,38.21951451268056,84.9771008641786,25.0
4092,216995,40757,100544,42.060667292172496,78.52855898290736,7.0
4096,217089,40740,100504,25.88083740745521,35.56048383939296,34.0
4097,217111,40741,100495,29.064056290139952,25.582360600669627,22.0
4098,217133,40740,100472,27.885546030540823,3.115158407318418,22.0
4099,217152,40741,100443,27.998510464515164,-25.003307712412763,19.0
4101,217180,40745,100462,30.945941487489197,-5.032317484547113,8.0
4104,217239,40737,100479,20.06400730801944,11.868952846982356,19.0
4105,217257,40739,100465,25.49722183670084,-2.453022856712714,18.0
4106,217276,40749,100467,35.89958867894168,-1.4683964273843042,19.0
4107,217299,40743,100476,28.278180436999637,7.543594554552725,23.0
4110,217364,40751,100492,31.52128404694591,24.32822741960064,25.0
4111,217382,40747,100492,28.099776772409488,24.09019819243428,18.0
4112,217400,40768,100495,49.789055490597526,26.35727868786215,18.0
4113,217417,40746,100499,30.09511122358765,29.736025091119657,17.0
4114,217441,40754,100474,37.28336909052429,5.336674618278181,24.0
4115,217466,40756,100471,39.10441621546468,2.2272095871361985,25.0
4118,217529,40763,100473,47.28996742563284,3.981879638737973,23.0
4120,217565,40759,100487,44.37850565918929,17.406169206252322,16.0
4121,217584,40757,100473,41.53811492997266,3.8452811426537608,19.0
4123,217626,40762,100504,44.699289093261314,35.319803529536415,22.0
4125,217674,40767,100512,48.401156454561296,42.92848823007114,28.0
4126,217692,40767,100529,48.25284801293012,59.32980778434393,18.0
4127,217710,40765,100482,46.203106092774334,11.62301997622285,18.0
4128,217727,40779,100517,60.308666949128565,46.09561237723314,17.0
4129,217749,40771,100517,52.35457313400143,45.616279467270346,22.0
4130,217760,40761,100511,41.65848000650096,39.86609904703165,11.0
4132,217797,40778,100515,57.148812237827855,44.34598140973007,17.0
4133,217835,40771,100512,49.08057765579755,41.528068872509095,38.0
4135,217871,40765,100502,42.05433109022453,31.71236310638855,16.0
4136,217885,40763,100421,40.1254484423785,-49.19848500718346,14.0
4138,217927,40769,100485,45.63205887689267,14.550628844854796,22.0
4140,217964,40755,100444,31.676440513597825,-27.356830395976445,17.0
4141,217980,40770,100426,47.2287329086392,-45.9514744020232,16.0
4142,217996,40762,100433,39.14546232664566,-39.06085405795112,16.0
4143,218027,40780,100432,57.41896907496263,-39.51039805651618,31.0
4144,218053,40760,100411,36.54306188236909,-59.95159966204128,26.0
4146,218081,40763,100395,38.24973477049363,-74.94061244674943,8.0
4149,218137,40762,100407,34.71173629193413,-61.51534925459917,16.0
4150,218172,40763,100423,35.58770683475126,-45.30811022856943,35.0
4151,218195,40766,100421,38.31584361435778,-46.53731354932111,23.0
4154,218240,40779,100443,50.288894865211,-22.800740657832744,5.0
4156,218278,40773,100460,40.98964244210897,-5.5466652554724325,18.0
4157,218311,40786,100467,58.30497094558277,-2.632729520959978,33.0
4158,218327,40776,100473,46.957553435685725,2.440644036123797,16.0
4159,218340,40779,100443,48.50865606744142,-26.99483318556174,13.0
4162,218412,40791,100454,54.07483233726469,-13.8945349623623,32.0
4164,218448,40794,100461,57.32108045033202,-7.601484398775142,16.0
4165,218464,40799,100473,63.09217056730868,2.897673020037682,16.0
4166,218494,40797,100458,58.14707130635925,-10.189105543769433,30.0
4167,218516,40794,100433,52.31697426145524,-34.72587578568485,22.0
4169,218542,40790,100440,45.35972412233605,-28.90213433461883,6.0
4171,218578,40796,100443,52.8900286296879,-27.614626968887897,16.0
4172,218614,40789,100449,43.83386595249512,-19.82960337806984,36.0
4173,218627,40801,100438,54.86819895468186,-31.03948948363213,13.0
4177,218698,40789,100464,38.502771972091566,-7.758979178740604,11.0
4179,218749,40813,100506,59.693165507490576,31.98563607050767,31.0
4180,218765,40839,100506,83.43252255944199,32.53411627412518,16.0
4181,218788,40825,100526,68.97688897743808,51.83548515092008,23.0
4182,218797,40818,100529,62.10021905981029,54.050178989176906,9.0
4184,218853,40830,100564,73.06498454567146,87.716141996469,36.0
4185,218860,40844,100564,86.35319476840287,87.43242153220953,7.0
4187,218904,40850,100595,89.96338862411865,118.80781971429248,24.0
4188,218920,40853,100581,94.8379523410576,104.03865678856926,16.0
4189,218936,40847,100594,89.77336508735362,115.95672903330436,16.0
4190,218957,40856,100595,97.23559463432096,115.623151309178,21.0
4191,218989,40863,100627,105.38369026144976,148.57458616508336,32.0
4192,219005,40874,100632,115.76406426496776,153.0383900264607,16.0
4194,219052,40858,100662,98.09568007242548,182.16457547546744,27.0
4195,219068,40885,100675,123.70271013527454,195.2962899165129,16.0
4196,219079,40881,100692,119.31570114894352,211.34004228737533,11.0
4198,219135,40885,100688,128.79547600102586,204.56305613542256,36.0
4199,219140,40869,100694,112.35309829363864,209.67824181641697,5.0
4201,219179,40891,100714,129.18099884327935,229.0016907015895,19.0
4202,219210,40903,100753,141.90403269699138,265.0630425148312,31.0
