seq,timestamp_ms,red,ir,red_corrected,ir_corrected,time_diff
1857,172254,41119,100576,-33.99955200167151,50.98629173694961,17.0
1858,172271,41129,100576,-23.993188415116336,50.64746243770648,17.0
1859,172296,41148,100571,-4.29623153615905,45.46401688935602,25.0
1863,172378,41137,100585,-15.863707340976838,58.38716755003435,22.0
1864,172393,41132,100591,-21.017810453236265,64.18996208374955,15.0
1865,172421,41127,100585,-25.80441905805129,57.24504904983525,28.0
1866,172443,41143,100622,-9.210709369560714,93.9724306629842,22.0
1867,172455,41131,100608,-20.94584269246198,79.58535227783757,12.0
1870,172518,41118,100612,-33.554218547093946,82.70528653678367,23.0
1871,172535,41134,100612,-17.22387440657102,82.50212294638597,17.0
1872,172550,41125,100612,-26.485385628643805,81.92679928057719,15.0
1873,172578,41143,100626,-7.882369635443366,95.09673954073894,28.0
1874,172597,41129,100639,-22.30460326259892,107.68182102236196,19.0
1875,172624,41143,100627,-8.091305239128367,95.09984352915968,27.0
1876,172636,41134,100621,-16.987855637506446,88.66477716471162,12.0
1878,172680,41136,100630,-14.952400941079876,96.54533939996962,24.0
1880,172721,41146,100627,-5.631864524850044,92.51632857925306,21.0
1881,172745,41145,100626,-6.472167135148805,91.0963543071133,24.0
1882,172754,41130,100607,-21.280331827571597,71.74916967580177,9.0
1885,172808,41135,100612,-15.49753752728784,75.68159193649697,14.0
1887,172860,41132,100610,-18.397530956339352,72.6585735791771,32.0
1888,172882,41129,100620,-21.017762097548555,82.55654096006343,22.0
