seq,timestamp_ms,red,ir,red_corrected,ir_corrected,Outlier_Column
6187,258945,40187,99132,-99.79351091451149,-14.780509551497945,red
6219,259575,40193,99087,-65.4076650218945,-50.959529996713016,red
6226,259724,40206,99050,-46.37705127441152,-82.03284528880015,red
6229,259782,40202,99051,-51.50887541194266,-80.73601241553288,red
6232,259850,40206,99056,-46.31621557960008,-74.36144091162541,red
6233,259867,40192,99040,-60.24180461706956,-89.64565938371942,red
6234,259872,40201,99038,-50.775032367064426,-91.11725933666963,red
6235,259892,40205,99041,-45.84308188826092,-87.78302228290313,red
6236,259934,40174,99033,-75.45504950874333,-95.54122032647209,red
6237,259954,40201,99042,-47.676095792603085,-86.17133626220692,red
6238,259970,40189,99041,-58.495933166773874,-86.63047048747626,red
6239,259986,40152,99033,-93.7113914314578,-94.62703107058408,red
6240,260002,40190,99010,-54.14096436257282,-117.0012877348954,red
6241,260018,40190,99008,-53.54512680945248,-118.07415088182736,red
6242,260038,40168,99018,-74.99593794858788,-107.26693043525243,red
6243,260058,40179,98995,-63.50597922926702,-129.36659435931273,red
6244,260078,40187,98985,-55.05866473986016,-138.4198795422885,red
6245,260110,40174,98996,-69.1007534435141,-126.99206339662489,red
6246,260126,40187,98995,-56.57598288961489,-127.28775032611966,red
6247,260142,40198,98998,-45.30791018884109,-123.74934744730967,red
6248,260160,40177,99006,-65.59139269494858,-115.3219941965986,red
6249,260173,40185,99002,-58.289938386535134,-118.57856068431514,red
6250,260193,40155,99013,-88.19219270576981,-107.0387091466074,red
6251,260213,40182,99022,-60.97542984531364,-97.58511784284036,red
6252,260233,40183,99020,-59.76613345743368,-99.12433421757326,red
6253,260264,40180,99009,-63.87507479637624,-109.35016879632184,red
6254,260280,40175,99002,-69.43264134086476,-115.94539108564992,red
6255,260311,40183,99006,-62.11058694767996,-111.50207910859628,red
6256,260327,40176,98959,-69.47334328205655,-158.02850086964145,red
6257,260349,40174,99004,-71.20362978378148,-112.8679109120763,red
6258,260370,40181,99016,-64.96514780251769,-99.98336335068824,red
6259,260390,40174,98998,-72.74556019705744,-116.95104320967232,red
6260,260415,40175,98993,-72.65748483304748,-121.34636044881792,red
6261,260435,40181,99001,-67.29663133117008,-112.82973031646544,red
6262,260451,40182,99004,-66.39565861439308,-109.55964811641464,red
6263,260467,40160,99097,-88.28614418489843,-16.918312413885367,red
6264,260489,40182,98999,-65.86588567294325,-115.23768359540968,red
6265,260505,40175,99029,-72.24226333510417,-85.23874915099582,red
6266,260525,40197,99030,-49.63210237665622,-84.2391910434772,red
6267,260547,40190,99040,-57.17203671189125,-73.91092555119434,red
6268,260567,40191,99049,-57.14400208261331,-64.43912125061614,red
6269,260583,40204,99050,-45.50264853576591,-62.95726774976872,red
6270,260601,40200,99058,-50.62487189369376,-55.05593024519197,red
6271,260622,40207,99050,-44.95782840879225,-63.109946267546704,red
6272,260655,40183,99065,-70.41329323675814,-47.48302528861103,red
6280,260811,40199,99060,-56.558660015386,-52.37847502243477,red
6281,260831,40189,99081,-67.25462972315756,-31.256435178102976,red
6273,260669,40187,99057,-82.0502646034438,-64.82042343755893,red
6274,260689,40187,99053,-65.98473726045,-58.364829353001056,red
6275,260709,40176,99063,-76.52153719404401,-48.0724477463979,red
6276,260726,40187,99057,-65.11565312797126,-53.751528047827975,red
6277,260745,40185,99042,-66.70179848223148,-68.35721294775672,red
6278,260764,40174,99030,-77.23501310972011,-79.90486942317753,red
6279,260781,40173,99065,-77.7655616640705,-44.62978761621585,red
6280,260811,40199,99060,-52.47517299548274,-49.411837118872256,red
6281,260831,40189,99081,-63.19156013834902,-28.30463046405842,red
6283,260875,40201,99123,-50.80481853645111,13.447333635725592,red
6285,260907,40188,99148,-63.36258012634633,38.18052534885622,red
6307,261345,40206,99133,-35.947755257393865,17.6383198042915,red
6309,261380,40203,99127,-37.62459937219431,11.113001140070793,red
6310,261400,40197,99099,-43.83572545377348,-16.430180986315513,red
6311,261424,40206,99140,-34.49529858719562,24.8814916083063,red
6312,261444,40199,99108,-40.84032665588795,-6.712300781080637,red
6314,261484,40203,99118,-35.413947148751525,3.598666953292545,red
6315,261500,40201,99118,-36.990593692251394,3.7883111271137775,red
6316,261521,40188,99097,-49.03047223025161,-16.83729440452204,red
6317,261541,40168,99098,-68.32209058159798,-15.741842383031813,red
6318,261572,40195,99083,-41.04325719933777,-30.29154952067373,red
6319,261592,40185,99091,-50.819034504178994,-21.88757020515187,red
6320,261612,40189,99083,-46.61661344961267,-29.444436890897794,red
6321,261632,40175,99080,-59.850072412786034,-32.84566520535856,red
6322,261648,40183,99082,-51.89747773349631,-30.03763972373181,red
6323,261665,40180,99079,-54.58431416179946,-33.16842557566482,red
6324,261681,40184,99096,-49.41159582021173,-16.79798635069356,red
6325,261709,40184,99089,-49.51838229272767,-23.22669440089045,red
6326,261729,40187,99071,-46.625274321857496,-40.58026329134759,red
6327,261749,40184,99076,-49.59385924340099,-34.917352226859045,red
6328,261769,40182,99076,-51.42920361902362,-34.212829645980655,red
6329,261785,40189,99081,-44.30782466501215,-29.17243326229304,red
6330,261801,40191,99078,-41.64196931972789,-32.89285172245519,red
6331,261828,40177,99080,-55.22476915837204,-30.74850036429892,red
6332,261848,40177,99092,-54.67288166837402,-18.40703542001559,red
6333,261860,40174,99086,-57.394821499096174,-24.15480034623324,red
6334,261880,40187,99078,-44.982174500643225,-31.955590101590893,red
6335,261900,40189,99074,-43.58114449214594,-35.73747446607966,red
6336,261933,40177,99076,-55.40447687357212,-32.61978990923129,red
6337,261949,40181,99122,-51.4410135514924,13.561871443908483,red
6338,261965,40182,99074,-49.84272847961909,-34.702923457575,red
6339,261988,40188,99089,-41.72764943343847,-20.75263308118983,red
6340,261999,40186,99102,-43.57131959173405,-7.665204768120827,red
6341,262019,40189,99116,-41.00234895308566,6.584563680798084,red
6342,262039,40205,99114,-25.51488721205324,4.844216703614572,red
6343,262058,40202,99139,-28.31321040947693,29.62972064818344,red
6345,262109,40203,99166,-26.817823674589672,56.08308436231327,red
6346,262125,40204,99173,-25.69025484162246,63.727667373980566,red
6348,262167,40203,99184,-26.12599949348832,73.38097240072199,red
6350,262211,40206,99182,-23.23243407248908,70.33124941587182,red
6351,262227,40204,99191,-24.96132546847853,78.24153248538995,red
6367,262549,40183,99215,-45.79056456005544,97.18965972143734,red
6375,262710,40188,99165,-39.151969944798665,43.24847074120753,red
6388,262974,40200,99191,-23.617554313417752,65.12457208700641,red
6389,262992,40204,99158,-19.71901094161864,31.93321439744737,red
6390,263009,40206,99198,-18.11605769962366,71.53871605409029,red
6393,263064,40199,99194,-25.271723599982288,66.89195360225257,red
6394,263084,40200,99181,-23.797912717187213,53.71070243571917,red
6396,263125,40194,99201,-28.28371595775182,73.12983031783878,red
6398,263161,40201,99173,-20.56340705821744,44.896301539216005,red
6399,263182,40207,99180,-14.86529098933385,51.5572527147574,red
6401,263227,40202,99162,-20.76598708927372,33.668040542361595,red
6402,263247,40194,99163,-28.54897083095627,34.46746867743805,red
6403,263267,40197,99170,-25.348074806262755,41.232493508177896,red
6404,263286,40195,99155,-26.74219967662224,26.15219141883106,red
6405,263303,40195,99162,-26.238586017879147,32.85678384405911,red
6406,263321,40187,99147,-33.3132733444246,17.63193965868176,red
6407,263346,40192,99170,-28.048696027273,40.62913673217612,red
6408,263378,40201,99157,-19.48227525346996,27.79973202852261,red
6409,263398,40204,99171,-16.82001772317062,41.80351132582278,red
6410,263418,40193,99150,-28.10359217291094,20.91306885446668,red
6411,263434,40195,99155,-25.19302937583732,25.715715912696105,red
6412,263451,40080,99165,-138.18962288141793,35.03904899095856,red
6413,263469,40188,99162,-29.55037514304804,31.89397750570602,red
6414,263490,40197,99152,-20.56007516861197,21.71853125303182,red
6415,263510,40197,99152,-20.63170435108573,21.51354350109544,red
6416,263520,40187,99148,-30.524828105089327,17.492871118265718,red
6417,263540,40202,99156,-15.636195428403711,25.72049964851351,red
6418,263560,40188,99174,-29.67838857337326,43.85851475068387,red
6419,263594,40189,99155,-28.02119102807212,25.240057823066763,red
6420,263620,40186,99168,-30.44600540143313,37.3893789868313,red
6421,263624,40178,99160,-38.167449663066265,29.24495616419187,red
6422,263644,40182,99135,-34.00376038522785,4.165767360791959,red
6423,263673,40192,99158,-23.847978462194945,27.19977974463817,red
6424,263693,40201,99154,-14.715115411298235,23.239459118706066,red
6425,263713,40186,99141,-29.508062731112204,10.34446005341746,red
6426,263734,40186,99136,-29.64530483585004,5.5829902293546425,red
6427,263752,40186,99140,-29.92004320827007,9.663831975614272,red
6428,263770,40188,99149,-27.47487055466744,17.944789195298615,red
6429,263782,40188,99134,-27.19082477559377,2.825010911708976,red
6430,263802,40185,99122,-29.975543101559097,-9.041216347246383,red
6431,263840,40179,99132,-35.713555080036215,1.5719030664717373,red
6432,263860,40183,99130,-31.46189703739958,0.0615336107995059,red
6433,263878,40172,99118,-42.06010007858826,-11.63967754371646,red
6434,263895,40172,99091,-42.1027206872204,-38.046602204291375,red
6435,263914,40152,99143,-61.92546072463601,13.797324632320231,red
6436,263932,40175,99117,-38.035307460497854,-12.701943114508792,red
6437,263942,40167,99122,-45.54151496283127,-7.729954229066189,red
6438,263962,40177,99131,-35.13357830411972,1.3027173442366935,red
6439,263982,40182,99106,-29.751961194186865,-23.53984640325692,red
6440,264002,40187,99129,-24.396532035275715,-0.4982692949577227,red
6441,264028,40177,99123,-33.592053150243856,-6.342505545977454,red
6442,264045,40173,99119,-37.838216443337565,-9.938698526100035,red
6443,264062,40163,99122,-46.94503379871914,-7.109638567795361,red
6444,264095,40172,99125,-37.56608544546661,-4.172184524896602,red
6445,264111,40176,99154,-33.344503539232704,24.726752756640792,red
6446,264131,40180,99136,-29.06010794651465,6.679817268205449,red
6447,264151,40179,99118,-29.771903888708824,-11.27721457227672,red
6448,264168,40175,99141,-33.94558748969813,11.864090011305926,red
6449,264184,40173,99159,-36.061199803722666,30.0263403781854,red
6450,264215,40187,99140,-21.29519340545575,10.833610959695733,red
6451,264231,40178,99117,-30.224036282911644,-12.036860928987023,red
6452,264252,40174,99131,-34.176469647257626,2.110407083541391,red
6453,264272,40172,99128,-36.10142597657361,-0.7254940398992318,red
6454,264285,40177,99137,-30.90398178083064,8.326081027632494,red
6456,264325,40184,99150,-23.28791744138546,20.986082681638912,red
6457,264343,40184,99147,-23.16725935631422,17.876094851433706,red
6458,264362,40183,99152,-23.70689339897689,22.80314513840937,red
6459,264386,40180,99166,-26.66271183266344,36.965795713215975,red
6460,264406,40159,99164,-47.201154682265965,34.62040385575278,red
6461,264426,40182,99156,-23.85624404628092,26.31561258129049,red
6462,264446,40176,99178,-29.48239669212005,47.90121888690678,red
6463,264472,40175,99155,-30.758093394605183,24.811488312425546,red
6464,264490,40184,99165,-21.74339808097216,35.16688770324477,red
6465,264506,40178,99160,-27.638759928295627,30.33695238228577,red
6466,264522,40188,99149,-17.277671955188673,19.086372998730337,red
6467,264542,40188,99149,-17.073018145607385,19.29649293946122,red
6468,264570,40185,99152,-20.094605344803465,22.265923594765308,red
6469,264592,40179,99128,-25.775839002126904,-1.8814166419037583,red
6470,264612,40178,99142,-26.43687356671681,11.90138578774721,red
6471,264621,40172,99159,-32.13630818138336,28.77984562367738,red
6472,264641,40178,99144,-25.811777312079425,13.768630498560016,red
6473,264672,40170,99143,-32.91948381130654,12.917009271252384,red
6474,264688,40175,99142,-27.91678620570189,11.99549760303496,red
6475,264713,40182,99152,-21.001256979419864,21.841195923565905,red
6476,264733,40173,99156,-29.97115135300119,25.671588549936963,red
6482,264843,40170,99158,-32.76397273056577,27.835739116943785,red
6483,264863,40186,99170,-16.686965276859446,39.48388665080154,red
6484,264883,40179,99162,-23.575826790811146,31.17275718081583,red
6477,264755,40184,99148,-18.11326221939274,17.740434722295234,red
6478,264775,40175,99156,-26.88728670185996,25.66724465626312,red
6479,264792,40175,99154,-26.662441061913373,23.604420540553026,red
6480,264807,40176,99167,-25.44371965016948,36.4769105454222,red
6481,264823,40184,99170,-17.266091845480364,39.33503810025714,red
6482,264843,40170,99158,-31.106459650939403,27.06734710264112,red
6483,264863,40186,99170,-15.037739762630116,38.71933659657395,red
6484,264883,40179,99162,-21.93484740415605,30.412029876854653,red
6485,264908,40173,99161,-27.79216870334761,29.48146578808212,red
6486,264924,40169,99181,-31.279057970708585,49.29211330488105,red
6487,264955,40179,99179,-20.45797030227352,46.95923041124182,red
6488,264971,40187,99195,-12.193768496320716,62.71079882637317,red
6489,264980,40177,99178,-22.19662635737873,45.65059571366187,red
6490,265000,40169,99167,-30.575304404374663,34.847228500732626,red
6491,265022,40168,99153,-31.762773032065468,20.90444949079898,red
6492,265042,40179,99177,-20.80983343069143,44.68012084689437,red
6493,265062,40190,99176,-9.91284914972491,43.46163798830538,red
6494,265097,40186,99197,-12.337196857704493,63.89216282368486,red
6495,265113,40188,99173,-10.239682026308705,39.81206754459369,red
6496,265129,40181,99180,-16.75323365344944,46.63326024789361,red
6497,265143,40179,99183,-18.732840323620778,49.44698595349762,red
6498,265163,40181,99179,-16.91226325501486,45.28988291455973,red
6499,265183,40165,99174,-33.01256677524277,40.158647634173455,red
6500,265217,40172,99148,-26.59973505988385,14.132873280328775,red
6501,265233,40178,99164,-20.265341662143907,29.89278105978609,red
6502,265249,40165,99158,-32.18641232686927,23.65315380699431,red
6503,265265,40161,99152,-35.3661384416649,17.447906351505935,red
6504,265285,40167,99155,-29.344593233424693,21.063814486759,red
6505,265312,40166,99156,-30.74710051539133,21.82076497046768,red
6506,265339,40164,99150,-32.694891312460435,15.810885634755342,red
6507,265352,40159,99152,-37.53046926118082,17.876691733241778,red
6508,265372,40173,99156,-23.54075567238721,22.08519561214144,red
6509,265395,40156,99124,-39.630130194261405,-10.179408116067144,red
6510,265411,40157,99129,-37.96035781219494,-5.5397848709315785,red
6511,265429,40140,99122,-54.83865886320008,-12.249784382163536,red
6512,265455,40155,99114,-39.90601635644878,-19.81022609976605,red
6513,265475,40149,99123,-45.82305354555189,-10.5142132937453,red
6514,265495,40156,99129,-38.776676348049,-4.248740390903125,red
6515,265515,40147,99116,-47.09379418125927,-17.408745459193717,red
6516,265531,40151,99112,-42.06912957916245,-21.70922430328493,red
6517,265547,40140,99099,-52.54461696194721,-34.469924849706345,red
6518,265563,40156,99113,-37.11295321169553,-19.67027836766036,red
6519,265587,40150,99090,-42.66124000761798,-42.4519209144482,red
6520,265607,40161,99110,-31.17475831843684,-22.59482538609221,red
6521,265642,40144,99101,-47.98493155946802,-31.43666402531785,red
6522,265662,40148,99103,-43.90344263975372,-29.138503185625915,red
6523,265670,40147,99111,-44.68231719211396,-20.940000922252715,red
6524,265690,40160,99104,-30.772786343051084,-27.92316698113253,red
6525,265706,40161,99112,-29.807353613695263,-19.517635799215046,red
6526,265722,40155,99101,-35.57053405359738,-30.096226593551528,red
6527,265753,40152,99092,-38.33820153017419,-38.82353248169032,red
6528,265773,40142,99101,-48.04377815801709,-29.6211846190084,red
6529,265790,40143,99105,-46.763991738205696,-25.50944285268345,red
6530,265810,40141,99090,-48.50121143927808,-40.42883116302186,red
6531,265827,40132,99101,-56.10807730625704,-29.64521097753356,red
6532,265843,40136,99085,-51.981008553990456,-45.28785981737757,red
6533,265874,40136,99081,-52.176412241438015,-48.81566525733755,red
6534,265888,40126,99087,-61.66979658713762,-42.589799295333535,red
6535,265908,40127,99077,-60.16381682458287,-52.344341966987024,red
6536,265939,40139,99088,-48.20289374832883,-41.045165652332685,red
6537,265959,40134,99088,-53.30954537268194,-40.70057651040901,red
6538,265979,40140,99084,-47.37941136339077,-44.3580578326592,red
6539,265995,40129,99067,-57.713202148862464,-60.92382803757695,red
6540,266011,40120,99074,-66.19312354017664,-53.73203510382847,red
6541,266027,40129,99082,-56.21460535946946,-45.57781303005523,red
6542,266054,40117,99082,-69.34257309028723,-45.59964242995992,red
6543,266074,40137,99078,-50.329535450867525,-49.53005881614544,red
6544,266096,40127,99099,-61.30192096845575,-27.57780739337118,red
6545,266116,40132,99091,-57.12783358450811,-34.12977273769907,red
6546,266133,40128,99105,-62.726048135247,-21.31041759054205,red
6547,266149,40139,99098,-52.00652486600514,-29.38165939926161,red
6548,266165,40142,99074,-47.98123593617334,-52.43868960558859,red
6549,266185,40131,99061,-59.11593636207901,-63.39698001821492,red
6550,266204,40140,99063,-50.81108015866778,-61.249335955072574,red
6551,266224,40126,99070,-65.5938017382334,-54.67116640737054,red
6552,266244,40131,99093,-61.40337078603699,-32.20964006018056,red
6553,266266,40146,99096,-49.87766401820243,-28.780519058685176,red
6554,266285,40159,99111,-38.78187018399729,-12.579085979123484,red
6555,266306,40146,99099,-49.96939959911758,-23.3917977419703,red
6556,266325,40151,99113,-44.00514927257913,-11.146060485661302,red
6557,266346,40154,99119,-42.36275374042896,-5.474016681931634,red
6558,266366,40173,99131,-25.056941680803828,6.591624442821784,red
6559,266386,40174,99147,-25.756754597682605,22.577177923745445,red
6560,266417,40178,99164,-17.519271916361205,38.82114227438878,red
6561,266435,40179,99195,-17.760571784545736,69.34338866339239,red
6562,266452,40179,99192,-22.40397315517692,65.72325076108642,red
6563,266469,40185,99206,-15.077711688502356,77.50363236133458,red
6565,266503,40195,99236,7.843532077826595,104.53329740482988,red
6566,266523,40201,99252,12.094593406070056,119.17837352815624,red
6567,266550,40204,99245,16.16357663564835,110.83219328596708,red
5588,246946,40465,99448,-191.1201194058229,-604.9114754714144,ir
5590,247002,40429,99438,-226.7011412311564,-608.2299791331114,ir
5591,247022,40460,99438,-195.0118948527892,-605.2366738881645,ir
5592,247042,40454,99425,-200.2980429975133,-615.193874891409,ir
5593,247047,40450,99425,-203.23093009086065,-612.1035648096283,ir
5594,247067,40439,99418,-212.5224873152364,-616.4110643646621,ir
5595,247084,40461,99420,-188.8312212819786,-612.1630493171895,ir
5596,247115,40464,99416,-185.68883064333767,-612.8118948377607,ir
5597,247138,40464,99414,-186.0911382675536,-611.2968686635447,ir
5598,247160,40444,99403,-205.8373720288426,-619.0355903112626,ir
5599,247180,40445,99410,-204.31640573696808,-608.942548690613,ir
5600,247200,40437,99398,-211.7609915218128,-617.8050859037381,ir
5601,247218,40452,99392,-195.8848455809237,-620.863252810425,ir
5602,247237,40431,99374,-215.8299419845051,-636.1360902528718,ir
5603,247253,40435,99382,-209.3055095262684,-625.6761494844969,ir
5604,247269,40446,99363,-196.73822083153584,-641.5011787465609,ir
5605,247297,40439,99359,-200.89507446354912,-642.3865987213977,ir
5606,247323,40428,99350,-210.08616470037416,-647.897245728155,ir
5607,247343,40437,99335,-200.7613538891005,-658.9662533860992,ir
5608,247363,40438,99340,-199.4470711081884,-650.0770713534558,ir
5609,247379,40425,99313,-211.90185475819004,-673.4912356799158,ir
5610,247397,40405,99385,-232.52998372532863,-598.594933539941,ir
5611,247415,40421,99315,-217.46558216414408,-665.5496030448173,ir
5612,247440,40425,99298,-215.4703474623093,-678.7034835670612,ir
5613,247448,40414,99298,-225.7196952228369,-675.259467609531,ir
5614,247468,40453,99303,-185.9531464514433,-667.1086688646122,ir
5615,247488,40419,99299,-219.02152347132017,-667.9548931894152,ir
5616,247508,40422,99285,-215.11065165352005,-678.7481554685963,ir
5617,247532,40414,99279,-221.66089435956863,-681.463413295289,ir
5618,247548,40414,99282,-220.0161025897124,-676.2281889127302,ir
5619,247564,40412,99293,-220.82795309540148,-662.3080183891134,ir
5620,247585,40409,99285,-224.89919095060588,-666.1977012329312,ir
5621,247605,40406,99271,-227.1212320454054,-676.0708697355785,ir
5622,247625,40419,99275,-213.41417592251537,-667.9812626227599,ir
5623,247645,40418,99303,-213.7076680680099,-636.0486937725645,ir
5624,247673,40427,99298,-201.8917557778572,-637.9877353587549,ir
5625,247689,40422,99325,-203.26487724511816,-609.1089915674675,ir
5626,247705,40427,99327,-196.4211088291824,-604.1867649331689,ir
5627,247728,40426,99327,-195.35851487204351,-601.4568447966117,ir
5628,247748,40434,99321,-185.3320854018427,-604.3386376797993,ir
5629,247777,40439,99336,-179.2047293215731,-586.3046469939975,ir
5630,247797,40430,99341,-187.3245872308174,-578.3256765538853,ir
5631,247808,40437,99364,-180.4399114397071,-552.0920449007216,ir
5632,247828,40433,99351,-186.4846247272228,-561.0581672459422,ir
5633,247859,40439,99384,-178.47414041378966,-526.7773444716477,ir
5634,247875,40455,99395,-161.528467853211,-513.5509430717862,ir
5635,247889,40456,99420,-159.47650998481575,-486.4736755813062,ir
5636,247909,40449,99448,-165.28651606078864,-456.7515606279708,ir
5642,248035,40470,99433,-132.89891362206117,-457.1939669929631,ir
5644,248071,40517,99442,-83.69670863921118,-444.0520757072417,ir
5645,248098,40471,99433,-129.01737720470078,-450.9934926331445,ir
5646,248118,40468,99418,-131.24137347873344,-463.95546046473584,ir
5647,248139,40465,99397,-136.19577173079918,-481.2926648080799,ir
5648,248155,40447,99387,-156.72954253188027,-487.5797669623921,ir
5649,248171,40442,99364,-162.1302275963555,-507.55470010016427,ir
5650,248195,40451,99351,-151.93832429666324,-517.9646911936047,ir
5651,248221,40433,99330,-166.91696390060594,-536.0528333002303,ir
5652,248241,40442,99340,-154.80656561138647,-523.12517153283,ir
5653,248251,40432,99322,-162.60651741085212,-538.6178652066413,ir
5654,248271,40434,99317,-157.0910136211752,-541.4378113505045,ir
5655,248287,40428,99325,-160.98478899272962,-530.2959112617718,ir
5656,248319,40433,99327,-154.4732788217597,-525.1882793556742,ir
5657,248339,40420,99340,-165.29496811388665,-509.8275664422019,ir
5658,248348,40428,99329,-156.3473777510238,-518.022944334025,ir
5659,248368,40419,99311,-164.6410587606391,-532.7922913781539,ir
5660,248396,40423,99319,-158.5945617965264,-521.8012284668068,ir
5661,248420,40430,99302,-149.8997077454938,-535.5274971524827,ir
5662,248440,40400,99278,-178.232247168666,-556.2080336602997,ir
5663,248456,40428,99290,-148.83317948397718,-540.9114994949688,ir
5664,248472,40415,99278,-160.5361376558544,-549.3670879170376,ir
5665,248499,40423,99269,-149.5619155470728,-555.0761497747741,ir
5666,248522,40414,99268,-155.9404687129148,-553.5649488611781,ir
5667,248542,40416,99282,-151.56898163611413,-537.1473021153008,ir
5668,248562,40427,99282,-138.25710949898686,-534.7435015547293,ir
5669,248578,40418,99293,-145.79081348873498,-521.5227448010313,ir
5670,248594,40474,99298,-88.46640997431581,-513.9461670644562,ir
5671,248618,40408,99287,-153.73066258823286,-522.0123755880467,ir
5672,248638,40416,99307,-145.22400182924127,-498.8727240103418,ir
5673,248660,40424,99305,-136.48172662560157,-498.0998256265341,ir
5674,248675,40430,99312,-130.01686080753535,-488.7367678852871,ir
5675,248695,40412,99303,-147.6473006284876,-495.4506767019057,ir
5676,248715,40420,99310,-139.3222844339678,-486.2123760738222,ir
5677,248742,40436,99300,-121.59490122618156,-494.2892109884415,ir
5678,248760,40415,99297,-140.9395452342182,-495.04717859143767,ir
5679,248777,40424,99312,-130.57803494710694,-476.9407246332872,ir
5680,248804,40411,99289,-142.01765309459788,-496.9600309223384,ir
5681,248820,40407,99268,-145.39122889598258,-515.0861218037325,ir
5682,248840,40420,99290,-132.5531564939006,-490.2525594196637,ir
5683,248860,40399,99267,-153.61427642346845,-510.3166663253363,ir
5684,248877,40404,99268,-149.91329205404986,-506.2638966870282,ir
5685,248894,40417,99246,-138.00120644340825,-525.2016679214761,ir
5686,248910,40406,99241,-148.72479562323704,-527.3749365480235,ir
5687,248926,40403,99249,-151.4215770042979,-516.6108894994996,ir
5688,248961,40406,99243,-146.21291104090534,-521.0882416512552,ir
5689,248981,40409,99236,-141.1385925103625,-526.2764538908468,ir
5690,248992,40406,99256,-142.5775240143605,-504.0856132140485,ir
5691,249012,40427,99237,-119.54074365588856,-521.0539197480375,ir
5692,249029,40405,99225,-139.97618489847565,-530.3127175020492,ir
5693,249060,40414,99231,-130.03601315078157,-520.9472867492386,ir
5694,249069,40396,99192,-147.08009403953687,-556.9516095345773,ir
5695,249089,40407,99201,-135.3368165457416,-544.6468652225316,ir
5696,249107,40389,99202,-152.92381581025646,-540.4671741013572,ir
5697,249127,40389,99192,-153.16546643824074,-547.2854205556242,ir
5698,249147,40392,99175,-150.4267574575756,-561.0327752651139,ir
5699,249180,40383,99163,-159.20239096935387,-570.181741550702,ir
5700,249197,40389,99196,-153.50945234394297,-534.3738244481445,ir
5701,249215,40383,99155,-158.65954134479497,-572.9130878385647,ir
5702,249239,40379,99170,-162.1848319639156,-555.6659398742491,ir
5703,249245,40383,99166,-157.04721899714784,-557.0448296063934,ir
5704,249265,40378,99158,-159.81576917575362,-563.1308211292215,ir
5705,249285,40389,99158,-146.64407164235735,-561.2312687657336,ir
5706,249305,40376,99163,-157.4118276355139,-554.3711002353677,ir
5707,249328,40388,99164,-145.43254183994023,-550.6428701171844,ir
5708,249360,40381,99155,-153.6419331431165,-556.2531951112934,ir
5709,249376,40369,99136,-165.42646081428978,-572.366243636829,ir
5710,249391,40381,99151,-153.8974298382782,-553.6352224418275,ir
5711,249411,40383,99136,-152.96970254308542,-564.3525251605884,ir
5712,249436,40375,99151,-161.44072028455918,-545.981982840635,ir
5713,249456,40370,99151,-166.1357791317439,-543.2629380999078,ir
5714,249472,40368,99133,-168.58886476769092,-558.4143202870238,ir
5715,249488,40372,99134,-164.450119609354,-554.7496707695512,ir
5716,249520,40385,99162,-154.7116014935698,-524.5672680568235,ir
5717,249543,40386,99207,-152.76593550606202,-478.377892109761,ir
5718,249563,40401,99248,-136.7458029846867,-436.3395322166085,ir
5719,249583,40410,99282,-126.77452673348348,-401.4823924022096,ir
5720,249593,40439,99308,-97.3597466612701,-373.4932342848288,ir
5721,249613,40358,99310,-178.26873111062298,-368.11800344961375,ir
5722,249634,40425,99307,-109.32377735293122,-369.1812231522784,ir
5723,249651,40437,99307,-96.11028861291102,-367.17914318239815,ir
5724,249669,40435,99314,-97.62342192545364,-357.9642263067064,ir
5725,249696,40430,99306,-102.79297441561398,-364.5493083916727,ir
5726,249715,40425,99286,-107.44921308026524,-383.116825377724,ir
5727,249735,40417,99287,-114.81087644860304,-380.8720469557844,ir
5728,249755,40415,99263,-116.16584462667817,-403.5170722546285,ir
5729,249778,40422,99262,-107.96353961582436,-402.6829389317828,ir
5730,249794,40411,99255,-118.87137978048396,-407.711851740458,ir
5731,249812,40402,99235,-126.24642886029622,-426.1334224999624,ir
5732,249829,40395,99236,-133.13355320091495,-422.4921010873976,ir
5733,249861,40408,99217,-121.618391821329,-438.0789908757562,ir
5734,249881,40398,99215,-132.4294835586587,-437.0704877193435,ir
5735,249889,40406,99222,-124.27126889479344,-427.6327997753475,ir
5736,249909,40495,99237,-34.83169794492984,-411.1082856008488,ir
5737,249935,40392,99221,-137.67803346170703,-424.55370478203895,ir
5738,249951,40406,99205,-122.26565271432514,-439.0505560354798,ir
5739,249967,40400,99216,-126.8643802594223,-426.14301077840537,ir
5740,249984,40409,99216,-117.51414787205228,-423.8030495546504,ir
5741,250004,40394,99224,-132.30539186849248,-413.4279826748145,ir
5742,250033,40391,99188,-134.6106786967695,-446.8469403017367,ir
5743,250053,40398,99192,-126.75402438214262,-440.40626831269225,ir
5744,250069,40392,99200,-131.82831664872637,-430.32988073660135,ir
5745,250100,40392,99199,-131.71498742120588,-428.5980843525927,ir
5746,250116,40377,99192,-144.9981257738069,-433.4057855481743,ir
5747,250143,40402,99189,-117.6590744608533,-434.94210462768285,ir
5748,250162,40391,99181,-127.89107085241947,-440.72588132518354,ir
5749,250182,40385,99179,-133.78246796613493,-440.1850830911864,ir
5750,250202,40391,99173,-127.70759314637664,-443.62558942638833,ir
5751,250220,40384,99159,-134.0009324692478,-455.2030659208528,ir
5752,250236,40407,99166,-110.59927693298064,-446.4345363484449,ir
5753,250252,40372,99150,-144.76390353240063,-459.979752576054,ir
5754,250268,40357,99144,-160.3196736849471,-462.2681071830102,ir
