seq,timestamp_ms,red,ir,red_corrected,ir_corrected,Outlier_Column
6769,270604,40600,100298,162.9090747993676,472.3405127159072,ir_corrected
6770,270624,40529,100289,90.6303914541545,461.3760182241947,ir_corrected
6771,270641,40603,100281,163.55881406056795,451.6540459991616,ir_corrected
6772,270657,40653,100260,213.0839685455181,427.5127830598681,ir_corrected
6773,270673,40609,100257,169.01767727764198,421.7562620653875,ir_corrected
6774,270693,40593,100228,151.99946800844992,391.163758553637,ir_corrected
6775,270713,40593,100224,150.8459181538618,385.7189528557277,ir_corrected
6776,270733,40587,100226,143.72635371562032,386.27390113305495,ir_corrected
6777,270761,40581,100201,137.06123533776483,358.7841771690586,ir_corrected
6778,270777,40578,100202,133.23912256313488,357.2282358471304,ir_corrected
6779,270793,40578,100212,132.64092413032898,365.59125108059845,ir_corrected
6780,270809,40584,100208,137.50813419649515,360.0442507533901,ir_corrected
6781,270836,40582,100197,134.13638881103446,347.6278455713102,ir_corrected
6782,270856,40558,100202,109.39262503908664,350.682053535879,ir_corrected
6783,270876,40573,100212,123.7331932648612,358.7516791304856,ir_corrected
6784,270896,40581,100210,131.50615477455742,355.0100036210101,ir_corrected
6785,270916,40595,100211,145.2126410708938,354.2723180831704,ir_corrected
6786,270933,40587,100211,135.01569070083048,352.33465976409263,ir_corrected
6787,270949,40584,100217,131.66451602716208,356.520454775194,ir_corrected
6788,270980,40588,100216,135.51724720307055,354.00768228398647,ir_corrected
6789,270988,40598,100213,144.9321047063646,349.20825649229295,ir_corrected
6790,271008,40596,100216,142.80491714392957,350.370099440167,ir_corrected
6791,271028,40585,100222,131.7365191165927,354.5108137761837,ir_corrected
6792,271048,40597,100229,143.61161667668708,359.6255051434011,ir_corrected
6793,271073,40593,100206,138.89519994506364,333.82163177738545,ir_corrected
6794,271089,40592,100203,137.5121493102257,329.2823490122689,ir_corrected
6795,271120,40596,100211,136.18906849232695,337.3879198243407,ir_corrected
6796,271129,40621,100205,159.53932369788984,329.5780203757107,ir_corrected
6797,271149,40581,100221,117.54731169795822,343.5234813106681,ir_corrected
6798,271170,40599,100229,134.54474352244847,349.438041468764,ir_corrected
6799,271190,40601,100211,137.72525440056228,329.4973391029666,ir_corrected
6800,271210,40602,100207,139.90451311466688,323.58499204552635,ir_corrected
6801,271241,40580,100190,118.01783977177148,305.66024942888254,ir_corrected
6802,271257,40583,100220,120.71635272243618,333.120870698099,ir_corrected
6803,271273,40580,100184,117.28274598574556,294.6638953259976,ir_corrected
6804,271290,40583,100186,119.65134060122188,295.72277243510604,ir_corrected
6805,271310,40571,100175,107.06264343482115,284.19215187246306,ir_corrected
6835,271916,40620,100229,142.60853156602772,311.99943683565147,ir_corrected
6836,271940,40618,100240,146.08081188767676,321.3432067838381,ir_corrected
6837,271953,40601,100203,125.97558350546556,284.1782904701965,ir_corrected
6842,272063,40610,100211,119.06592394167936,284.9287606878114,ir_corrected
6937,273960,40688,100276,148.43110256966995,297.63211743572793,ir_corrected
6951,274230,40754,100278,196.4454945940988,282.2848913537261,ir_corrected
6957,274366,40762,100286,203.4677521387476,279.57434900598446,ir_corrected
6958,274382,40772,100297,211.3548935813252,289.5590115673388,ir_corrected
6959,274398,40769,100292,209.6684133060189,281.13957343480314,ir_corrected
7361,282457,41037,100403,146.86758245516296,289.51625565798423,ir_corrected
7362,282461,41050,100431,159.86697828139793,315.79653138398976,ir_corrected
7363,282481,41099,100470,215.02151999710784,352.1783240081355,ir_corrected
7364,282513,41052,100442,168.6393942602911,330.561159302454,ir_corrected
7367,282566,40965,100417,71.44821192002287,294.8405509672195,ir_corrected
7372,282663,41037,100422,143.4906278456596,291.4250215637724,ir_corrected
7373,282679,41056,100444,164.8452923825195,309.98145216379135,ir_corrected
